  -0.20028,   0.05962,   0.13240,  -0.14622,  -0.02978,  -0.04642,  -0.01523,   0.01388,   0.00141,   0.00349,   0.01596,  -0.08592,  -0.06305,  -0.08176,  -0.07968,  -0.02354,  -0.12127,   0.14903,  -0.03186,   0.03467,   0.09289,   0.14487,  -0.00691,  -0.04849,   0.10537,   0.10121,   0.09913,  -0.05681,   0.05339,  -0.05889,   0.18437,   0.18230
  -0.05265,   0.00556,  -0.03186,   0.08665,   0.12200,  -0.04849,  -0.09216,  -0.00899,   0.11992,  -0.02978,  -0.01939,   0.01388,   0.03259,   0.14487,  -0.00483,   0.02012,  -0.07344,  -0.03810,   0.00349,  -0.00483,  -0.01315,   0.11992,   0.00349,  -0.04849,   0.01804,  -0.19196,  -0.16493,  -0.04849,  -0.00275,   0.09497,  -0.05265,  -0.06305
   0.16566,   0.08249,   0.07418,  -0.06305,   0.03051,   0.08665,   0.04299,  -0.05473,  -0.09424,  -0.01523,  -0.03186,  -0.15245,   0.02844,   0.18437,   0.14071,   0.08457,   0.13032,  -0.12958,  -0.05889,  -0.00067,   0.01180,   0.03467,   0.00972,  -0.15453,   0.03675,  -0.15869,   0.04091,  -0.00483,   0.11992,  -0.06513,  -0.03186,   0.13863
   0.07834,   0.20933,   0.09705,  -0.06929,   0.01804,   0.08665,   0.00764,   0.08042,  -0.10671,   0.08042,  -0.05265,  -0.04434,  -0.05681,   0.14279,   0.07626,  -0.20235,  -0.18572,   0.02012,  -0.06929,   0.07002,  -0.11711,   0.08042,  -0.12958,  -0.00275,  -0.02147,   0.04507,   0.06170,   0.14695,   0.01596,   0.02636,  -0.09216,   0.05546
  -0.01731,   0.09289,   0.10744,  -0.15453,   0.06378,  -0.04226,   0.06586,   0.04923,   0.07834,  -0.12958,  -0.00899,   0.02844,   0.02636,   0.07210,   0.03051,  -0.01731,   0.16358,   0.10329,  -0.10879,  -0.10671,   0.05754,   0.03259,   0.07834,   0.06378,  -0.11295,  -0.07137,   0.07002,  -0.11919,   0.07418,   0.05546,  -0.07344,   0.02844
   0.02220,  -0.04642,  -0.06721,  -0.05473,  -0.07968,   0.09497,  -0.09424,   0.05339,  -0.01939,   0.04299,  -0.08800,  -0.05057,   0.02428,   0.11784,  -0.03394,  -0.06097,   0.01180,  -0.00899,  -0.08176,  -0.00275,   0.10121,  -0.04434,  -0.16909,   0.02220,   0.02012,   0.10952,  -0.01315,   0.03467,  -0.01107,  -0.09840,   0.07418,   0.00972
   0.04715,  -0.06513,  -0.00899,  -0.20028,  -0.07552,  -0.03394,  -0.01939,   0.19893,  -0.07760,  -0.08384,  -0.07137,   0.04091,   0.07418,  -0.06929,  -0.05889,  -0.00483,   0.02636,  -0.04849,  -0.04642,  -0.04642,  -0.00275,  -0.04849,  -0.06097,  -0.12750,   0.15111,   0.05754,   0.07626,   0.04299,   0.07626,  -0.08176,   0.00556,   0.07210
  -0.08800,   0.12200,   0.11368,  -0.05057,   0.01388,   0.06170,   0.04299,  -0.05473,   0.09705,  -0.08384,  -0.01939,   0.00556,  -0.11711,  -0.05057,   0.03883,  -0.10255,  -0.00691,  -0.07968,   0.07626,  -0.07968,   0.03051,  -0.10879,   0.00972,   0.12200,  -0.03394,   0.01804,  -0.01731,   0.00349,  -0.04642,   0.07834,  -0.08800,  -0.02147
   0.08249,   0.04923,  -0.09008,   0.06794,   0.07210,  -0.08176,   0.02844,  -0.08384,   0.17190,   0.01596,   0.07834,   0.13032,   0.01388,   0.00556,  -0.02354,   0.10329,   0.12616,  -0.00483,   0.10121,  -0.04018,   0.03051,  -0.10047,   0.01388,  -0.01731,  -0.03602,   0.05546,   0.18437,  -0.07968,  -0.02770,   0.29873,  -0.09840,   0.17814
  -0.02354,  -0.01315,  -0.04018,  -0.05681,  -0.09424,  -0.16285,   0.04091,  -0.00483,  -0.16909,  -0.00899,  -0.03810,  -0.01731,   0.05546,   0.03675,  -0.00899,  -0.02354,  -0.07552,  -0.05889,   0.15111,   0.02636,  -0.08176,  -0.08176,  -0.08384,  -0.00483,  -0.03394,   0.00349,  -0.09632,  -0.10255,   0.05754,  -0.03186,   0.12616,   0.07210
