  -0.04576,  -0.11862,  -0.01337,   0.07029,   0.12427,   0.05680,  -0.02956,   0.01362,   0.02711,  -0.00797,   0.07569,  -0.09973,   0.08109,  -0.00797,   0.07299,  -0.09433,  -0.03496,   0.21602,   0.04600,   0.04870,   0.01092,   0.02981,  -0.07004,  -0.02956,  -0.02147,   0.10268,   0.00282,  -0.06465,   0.00282,   0.02711,   0.03791,   0.05410
   0.05410,  -0.00258,  -0.07004,  -0.01337,   0.17284,   0.01362,   0.03251,  -0.03226,  -0.05115,   0.07029,   0.00552,  -0.05385,   0.02981,  -0.07274,   0.00552,   0.01092,   0.00552,   0.13506,  -0.03496,   0.08378,   0.00012,   0.01632,   0.08648,   0.11347,   0.13236,  -0.08354,  -0.09433,   0.02171,   0.00552,   0.09728,  -0.14021,  -0.08624
  -0.08354,   0.12427,  -0.16720,  -0.03496,  -0.09973,   0.02981,  -0.02147,   0.11887,  -0.15640,  -0.11592,  -0.05925,  -0.01877,  -0.09973,  -0.11592,  -0.13751,  -0.04036,   0.04060,   0.11617,   0.05140,  -0.03226,   0.08109,   0.00552,  -0.01877,  -0.12672,   0.03521,   0.00822,  -0.10783,   0.22142,   0.05680,  -0.09973,   0.04330,  -0.03496
   0.00822,   0.07569,   0.07029,  -0.04576,  -0.19149,  -0.12942,   0.03791,   0.01901,  -0.08084,   0.04060,  -0.06465,   0.11347,   0.07299,  -0.12402,  -0.05115,   0.02441,  -0.06195,  -0.01877,   0.03791,   0.06219,  -0.12402,  -0.11322,   0.00552,  -0.03496,  -0.00797,  -0.00527,  -0.10783,  -0.03496,   0.19983,  -0.14021,  -0.16990,   0.07299
   0.01632,   0.11887,   0.03521,   0.05410,   0.02711,   0.02981,  -0.00527,   0.04330,   0.06759,   0.06489,   0.10537,   0.10807,  -0.08084,  -0.09433,   0.02711,   0.10537,   0.07029,  -0.07274,  -0.08624,   0.00282,   0.08648,  -0.03496,   0.11617,  -0.07544,   0.07569,  -0.07004,   0.02981,   0.07839,   0.10537,  -0.04576,   0.11077,   0.02981
   0.04060,   0.00012,  -0.03496,  -0.08084,  -0.08084,  -0.04845,   0.04060,   0.13236,   0.00282,   0.00552,   0.02441,  -0.03496,  -0.03226,  -0.05115,  -0.15370,   0.15395,   0.02171,   0.04870,   0.01632,  -0.09703,  -0.05925,   0.00822,  -0.08893,  -0.07814,  -0.09703,   0.10807,   0.05410,  -0.04576,   0.11617,  -0.07814,   0.01632,  -0.15910
  -0.00258,   0.00552,   0.00552,   0.01092,   0.01362,  -0.01877,  -0.00797,  -0.00527,   0.00552,   0.00552,   0.00552,   0.00282,   0.00012,   0.00012,   0.01092,   0.00552,  -0.00797,   0.01092,   0.00282,   0.00822,   0.00552,   0.00552,  -0.00527,   0.00552,   0.00822,   0.00282,   0.01092,   0.00552,   0.00282,  -0.00258,  -0.00258,   0.00282
  -0.05385,  -0.05385,   0.04330,   0.08109,   0.00552,   0.05680,  -0.02417,  -0.00527,  -0.09973,  -0.03226,  -0.05115,  -0.02417,  -0.06195,   0.08109,   0.05410,   0.06219,   0.14316,   0.05410,  -0.06735,  -0.10513,   0.08648,  -0.07004,   0.04870,  -0.00258,   0.00282,  -0.03766,   0.14046,  -0.02686,  -0.02417,   0.02711,  -0.01337,  -0.13481
   0.10268,  -0.04036,   0.05140,   0.05680,   0.20523,   0.05410,  -0.01067,   0.04330,  -0.11052,   0.06489,  -0.09163,   0.01092,   0.04600,  -0.04845,  -0.00258,  -0.00258,   0.07569,   0.23491,  -0.02417,   0.09188,  -0.00797,   0.10268,   0.11617,   0.07569,   0.12696,  -0.13751,  -0.03226,  -0.11592,   0.00552,  -0.03496,   0.00822,  -0.01607
  -0.00258,   0.00282,  -0.03226,   0.03521,  -0.00797,   0.05680,   0.10537,  -0.05925,   0.02171,   0.09188,   0.01092,   0.02441,  -0.09973,  -0.05655,   0.11617,  -0.15370,   0.03791,  -0.00797,  -0.12132,   0.00822,  -0.12672,   0.07569,   0.07299,  -0.05385,   0.05680,   0.07029,   0.14855,  -0.07004,  -0.01067,   0.05140,  -0.06195,  -0.12942
