  -0.06556,  -0.02019,  -0.12227,  -0.05989,  -0.00033,   0.03369,  -0.02019,   0.01668,  -0.00317,  -0.01735,  -0.07974,  -0.13078,  -0.07690,  -0.06839,  -0.20735,   0.14429,   0.00817,  -0.03153,  -0.09108,  -0.01451,   0.03653,   0.09608,   0.00534,  -0.01168,   0.06489,   0.07623,   0.02235,   0.17832,   0.20668,   0.09041,  -0.12794,   0.01384,  -0.20168,  -0.04004,  -0.08257,  -0.16765,  -0.03153,  -0.08541,   0.19250,   0.03937,  -0.12511,   0.02802,  -0.02019,   0.04504,   0.01952,  -0.07974,  -0.06556,  -0.09959,  -0.09392,   0.08190,   0.01101,  -0.05989,  -0.03720,   0.03086,  -0.07407,   0.20101,  -0.07690,   0.12160,   0.03653,  -0.07690,   0.20951,   0.03937,  -0.02586,  -0.12511,  -0.12227,  -0.10526,   0.04504,   0.00817,  -0.21585,   0.03369,   0.01101,   0.01384,  -0.17899,   0.12444,   0.13011,   0.06772,  -0.03720,  -0.08824,   0.09892,   0.10175,  -0.02586,  -0.00601,   0.21802,   0.24071,  -0.07974,   0.05922,  -0.05989,   0.05922,  -0.02869,  -0.11093,   0.01101,   0.09325,  -0.00033,   0.08474,  -0.01168,  -0.00033,   0.04220,  -0.00601,  -0.08541,  -0.08824,  -0.00317,   0.08190,   0.00534,  -0.04571,  -0.07123,   0.02519,   0.06205,  -0.15914,   0.08474,   0.12444,   0.09892,   0.08190,  -0.09108,  -0.17615,   0.05354,   0.04220,   0.07907,  -0.09108,  -0.04854,  -0.10242,  -0.09959,  -0.13929,   0.03653,  -0.11944,  -0.07407,  -0.05989,   0.03937,  -0.10526,  -0.00033,   0.06772,  -0.10526,   0.15280,  -0.07407,  -0.10526,  -0.00033,  -0.23570,  -0.15630,   0.02802,   0.01668,   0.05638,   0.04787,  -0.02019,   0.02235,   0.05071,  -0.03436,  -0.25839,  -0.21869,  -0.00884,  -0.21585,  -0.10809,   0.14429,   0.04220,   0.13295,  -0.04287,  -0.06272,   0.09892,   0.08757,   0.02235,  -0.04571,   0.02519,   0.00817,   0.03937,  -0.03153,  -0.07407,   0.07623,  -0.06272,   0.03937,   0.07623,   0.03937,   0.13295,   0.01668,   0.04504,  -0.05705,  -0.00033,  -0.05138,  -0.02586,  -0.15630,  -0.05705,  -0.02019,  -0.02869,   0.00534,   0.07056,   0.06489,   0.13862,  -0.15630,  -0.16197,  -0.15630,   0.15847,  -0.08257,   0.11593,  -0.00317,  -0.07690
   0.22369,   0.12160,   0.01952,  -0.04854,  -0.07407,   0.05922,   0.12160,  -0.00317,  -0.11660,  -0.10242,   0.14713,  -0.10242,   0.01668,   0.01668,  -0.09959,  -0.00601,   0.00534,  -0.05989,   0.05071,  -0.00884,  -0.07407,   0.25772,  -0.07690,  -0.03720,   0.03937,   0.03937,  -0.04571,   0.00534,   0.07623,  -0.03153,   0.05354,   0.19533,  -0.06272,  -0.04004,  -0.01168,   0.05922,  -0.04854,  -0.15914,  -0.07407,  -0.00884,  -0.05705,   0.07340,   0.03937,  -0.01451,   0.23787,  -0.03720,   0.05354,   0.07340,  -0.00033,  -0.28391,   0.17832,  -0.00033,  -0.13929,  -0.14780,   0.06489,  -0.10526,   0.00534,   0.06489,  -0.04854,  -0.07123,  -0.12227,   0.02235,   0.06489,  -0.12511,   0.00534,   0.00817,  -0.05138,  -0.04854,  -0.00033,  -0.13078,   0.11877,  -0.09959,   0.14145,   0.00534,   0.14429,  -0.16481,  -0.06272,   0.03369,  -0.04571,  -0.03436,  -0.08824,  -0.04854,  -0.08257,  -0.05989,  -0.11660,  -0.21585,  -0.00884,  -0.09392,  -0.10526,   0.06489,   0.09325,  -0.09959,  -0.07690,   0.05922,  -0.11093,   0.13011,   0.05354,   0.12728,   0.09041,   0.00534,  -0.06272,  -0.20168,  -0.18182,  -0.07407,   0.17265,   0.07340,   0.00250,  -0.03436,  -0.11944,   0.21235,   0.10459,  -0.17615,  -0.07974,   0.01668,  -0.05705,  -0.04004,   0.14713,  -0.08541,  -0.01168,  -0.04004,  -0.15630,  -0.12511,   0.02519,   0.22653,   0.04504,   0.08190,  -0.04287,  -0.07407,  -0.01451,  -0.05705,   0.01668,   0.12160,   0.02519,   0.01101,   0.05071,   0.13578,  -0.00884,   0.03937,   0.02235,   0.20668,  -0.09108,   0.02802,   0.00534,  -0.05989,  -0.10526,  -0.04854,   0.19250,   0.00817,  -0.01168,   0.20951,  -0.07690,  -0.18182,  -0.01451,  -0.09108,   0.24071,  -0.07123,  -0.05705,   0.00534,  -0.19317,  -0.03720,  -0.00317,  -0.00884,   0.02802,  -0.09392,  -0.03153,   0.06205,   0.03369,   0.04220,   0.12728,  -0.05138,  -0.07974,   0.00817,  -0.03436,  -0.04854,  -0.01451,  -0.02869,  -0.07123,   0.05071,   0.23503,   0.13295,  -0.05138,  -0.07407,  -0.06839,  -0.01451,   0.01384,  -0.24421,  -0.03436,   0.08474,  -0.07407,   0.06489,   0.06205,  -0.07690
  -0.11377,  -0.08257,   0.09041,   0.06489,  -0.07974,   0.02519,  -0.06839,   0.06489,  -0.09392,   0.22086,  -0.09392,   0.03369,  -0.04854,   0.12728,   0.00250,  -0.00601,  -0.05989,  -0.09392,   0.10459,  -0.13078,  -0.02586,  -0.09392,   0.05638,  -0.04854,  -0.13078,  -0.02869,   0.11310,   0.13011,   0.05922,  -0.01451,  -0.02869,   0.16414,  -0.05138,  -0.03436,   0.07056,  -0.07123,   0.09892,   0.05638,   0.16130,   0.01384,  -0.09675,   0.06489,   0.13011,  -0.03153,  -0.13645,   0.07340,  -0.01451,  -0.12511,   0.06772,   0.04220,  -0.07407,   0.08757,  -0.16481,   0.03653,   0.26339,   0.18399,   0.06489,  -0.01168,  -0.03720,   0.07056,  -0.17615,  -0.09108,  -0.02869,  -0.11377,  -0.23570,   0.08474,   0.13862,   0.08474,   0.01384,   0.11310,   0.14713,  -0.09959,  -0.11377,   0.04787,   0.02802,   0.07056,   0.11877,  -0.03720,   0.01952,   0.07056,  -0.00317,   0.03653,   0.02802,  -0.00033,  -0.08541,  -0.11093,  -0.07123,   0.11026,  -0.14780,   0.23787,  -0.05705,  -0.08824,  -0.07974,  -0.11660,   0.02802,   0.07340,  -0.04287,  -0.06272,   0.05922,   0.09325,  -0.05138,   0.00817,  -0.12511,  -0.05989,   0.02802,  -0.11093,  -0.00317,  -0.09108,  -0.14496,  -0.05138,  -0.00884,  -0.15063,   0.23787,   0.12728,   0.04220,   0.04787,   0.04220,   0.04504,  -0.07407,  -0.06556,  -0.00317,  -0.07974,   0.04504,   0.00817,   0.14145,  -0.00033,  -0.05705,   0.02519,   0.04787,  -0.00317,  -0.10242,   0.00817,  -0.05421,   0.01668,  -0.14780,   0.05071,   0.05071,  -0.11660,  -0.15347,   0.01668,   0.03653,   0.02235,   0.11877,  -0.14496,   0.00534,   0.12444,   0.12728,   0.01668,  -0.24421,  -0.10526,  -0.02869,  -0.14212,   0.22369,  -0.12511,   0.02802,   0.07056,   0.05071,  -0.00884,  -0.06272,   0.00817,  -0.00033,   0.08474,   0.03086,   0.12728,  -0.12511,  -0.00033,  -0.20735,   0.07056,  -0.13929,  -0.08824,   0.01952,  -0.03153,   0.01952,   0.03653,   0.06205,   0.04787,   0.06772,  -0.27541,   0.13295,  -0.03720,  -0.01735,  -0.11093,  -0.04854,   0.11877,   0.13578,  -0.02019,   0.05638,   0.05638,  -0.02586,  -0.01735,  -0.19033,  -0.12794
   0.09892,   0.07056,   0.10459,   0.01952,  -0.10242,   0.07056,   0.07340,   0.05354,  -0.04287,  -0.05421,   0.09892,   0.02802,   0.01101,  -0.09675,  -0.03153,   0.13862,   0.01101,   0.05922,  -0.00601,   0.03653,  -0.01168,  -0.12227,   0.04787,  -0.00033,  -0.04571,  -0.23570,  -0.10526,   0.12444,   0.03369,   0.06772,   0.04504,  -0.19884,   0.01384,  -0.24705,   0.05071,  -0.26690,  -0.02586,   0.02519,   0.07340,  -0.06839,   0.14429,  -0.11660,  -0.01168,   0.00250,  -0.03436,  -0.02019,   0.15280,  -0.04571,  -0.18182,  -0.12511,  -0.11944,   0.00817,  -0.02302,   0.18115,  -0.12794,   0.01668,  -0.11944,  -0.13645,   0.01668,   0.00534,   0.02519,  -0.09675,   0.03937,  -0.03153,  -0.01735,   0.05354,   0.16414,   0.13578,  -0.02869,  -0.06556,  -0.06556,   0.13011,  -0.11660,  -0.18466,   0.03086,  -0.10242,   0.20668,   0.05922,   0.13011,  -0.12511,  -0.00033,   0.06489,  -0.10526,  -0.05421,  -0.03436,   0.10175,  -0.03153,  -0.17615,   0.23787,   0.08474,   0.15280,   0.05922,   0.07623,   0.12728,  -0.18182,   0.05354,   0.18683,   0.06772,   0.05922,   0.03086,   0.08757,  -0.00884,   0.04504,   0.13011,   0.03653,  -0.02019,   0.16981,  -0.01168,  -0.04854,  -0.13645,  -0.05421,  -0.06839,  -0.06839,  -0.09108,   0.02519,   0.02235,   0.17548,   0.05638,  -0.17332,  -0.04004,  -0.05421,   0.16130,  -0.07123,  -0.07123,  -0.05989,  -0.10809,  -0.13645,  -0.11944,  -0.02019,   0.21235,  -0.09959,  -0.01735,   0.01101,  -0.10809,  -0.12227,  -0.00033,   0.01101,   0.01952,   0.14429,   0.03653,  -0.05138,   0.00534,   0.04220,  -0.14496,  -0.03720,  -0.05989,   0.19250,   0.04504,  -0.11944,  -0.13078,  -0.01168,   0.16698,  -0.00317,  -0.07974,   0.07056,   0.04220,   0.11877,   0.01668,   0.11310,  -0.13645,  -0.03720,  -0.05989,  -0.00884,   0.01384,   0.07056,  -0.10809,   0.16414,  -0.00601,   0.01101,  -0.05705,  -0.05705,   0.18683,   0.04220,  -0.06272,   0.06489,   0.06205,  -0.13929,   0.07056,   0.00250,  -0.12511,   0.05354,   0.02519,   0.13862,  -0.07690,  -0.10809,  -0.06556,   0.01101,   0.06489,   0.00534,   0.07340,  -0.15914,   0.08190
   0.04504,   0.16414,  -0.10242,  -0.04287,  -0.04854,  -0.04287,   0.05354,  -0.17332,  -0.02302,   0.07623,   0.21235,   0.12160,  -0.09959,  -0.04854,   0.12444,   0.19533,  -0.08541,  -0.11377,  -0.04287,  -0.03153,   0.11593,  -0.07690,  -0.10242,  -0.01168,   0.21802,  -0.08541,   0.09041,  -0.03153,   0.06772,   0.05638,  -0.00601,   0.13578,  -0.03720,  -0.10526,   0.09325,  -0.03436,  -0.04854,   0.08190,   0.07340,   0.20101,   0.13295,   0.02235,   0.18966,  -0.05989,   0.16981,   0.13295,  -0.03153,  -0.18182,   0.10459,   0.05638,   0.15563,  -0.24138,  -0.13078,  -0.05989,   0.13862,  -0.01451,  -0.05705,  -0.11093,  -0.09108,  -0.25555,  -0.15347,  -0.15630,  -0.09392,   0.19533,   0.11026,  -0.00033,   0.09325,  -0.11093,   0.02519,  -0.18750,  -0.14496,  -0.03436,   0.06489,   0.10742,   0.05071,   0.11877,   0.09608,  -0.05138,  -0.17332,   0.13011,   0.05638,   0.00817,   0.03369,   0.11026,   0.13295,  -0.10242,   0.02235,  -0.00884,  -0.20168,  -0.10242,  -0.15630,   0.15280,  -0.13078,  -0.00601,  -0.00033,  -0.06556,  -0.07407,  -0.02586,  -0.11093,   0.02519,   0.05922,   0.09325,  -0.00317,  -0.02869,   0.12444,  -0.17048,   0.00250,  -0.09108,  -0.05705,   0.03369,   0.06205,  -0.13078,   0.24638,  -0.22720,   0.14713,  -0.08824,  -0.13078,   0.09325,  -0.07123,  -0.03720,  -0.00033,  -0.16197,  -0.01451,  -0.04571,   0.06772,   0.01952,  -0.04854,  -0.11660,   0.12160,  -0.09392,  -0.13078,   0.03653,  -0.06556,   0.20951,  -0.01168,  -0.00884,  -0.09959,  -0.16481,  -0.35481,   0.12160,   0.01668,   0.09608,  -0.06272,  -0.04571,  -0.01168,   0.06772,  -0.09675,   0.03937,   0.07340,   0.14429,   0.01952,  -0.04287,   0.02802,   0.13862,   0.03653,  -0.02869,   0.10742,  -0.00033,   0.09608,   0.09041,  -0.07123,   0.06489,  -0.03436,   0.05071,   0.06489,   0.08190,  -0.05138,  -0.04287,   0.17548,   0.18115,   0.12160,   0.09041,   0.15280,  -0.21018,   0.12444,   0.13295,  -0.16765,   0.05354,   0.05354,  -0.09959,  -0.00884,   0.00250,  -0.12794,  -0.02302,   0.20668,  -0.13078,   0.08190,   0.10742,  -0.04287,  -0.03720,   0.05922,  -0.03720
   0.01101,   0.08190,   0.13011,   0.14996,  -0.03436,  -0.05138,   0.12444,  -0.03436,  -0.10809,  -0.05705,  -0.17615,   0.07340,  -0.04854,   0.01668,  -0.05705,  -0.13645,  -0.02019,  -0.12794,  -0.14780,  -0.13362,   0.09041,   0.01668,  -0.03436,   0.04504,  -0.19600,  -0.00884,  -0.01168,   0.07340,  -0.17615,   0.05922,   0.02235,  -0.25555,   0.04504,  -0.03153,   0.09041,  -0.01168,  -0.03720,  -0.06556,   0.05922,   0.01384,   0.09325,  -0.02019,  -0.02869,  -0.19884,  -0.15347,   0.02519,   0.00250,   0.01952,  -0.06839,  -0.22436,  -0.00601,  -0.07690,  -0.04571,  -0.20168,   0.10175,   0.04787,  -0.07407,   0.02519,  -0.12227,  -0.08257,  -0.00033,   0.00250,  -0.16765,  -0.00601,  -0.12227,   0.12444,   0.10742,  -0.07407,  -0.01451,   0.01668,  -0.21585,  -0.05138,   0.11877,  -0.03153,   0.04787,   0.04504,   0.03937,  -0.08257,  -0.05989,   0.01101,   0.02802,  -0.09675,   0.01384,   0.04504,   0.09608,  -0.28108,   0.08190,   0.12728,  -0.00601,   0.02802,  -0.02019,  -0.00317,   0.03086,  -0.07123,  -0.16197,  -0.11944,  -0.00884,   0.14713,   0.20384,   0.01101,  -0.11944,  -0.14780,   0.03086,  -0.18466,   0.01952,   0.07907,   0.00817,   0.03937,  -0.00317,  -0.13362,  -0.10242,   0.08474,  -0.11093,  -0.01735,  -0.01735,  -0.17332,   0.06489,  -0.17615,  -0.02586,  -0.00601,  -0.01451,   0.08757,   0.16698,  -0.07974,  -0.06556,   0.19533,  -0.14212,   0.00534,  -0.09675,  -0.14780,  -0.15063,  -0.11093,  -0.01451,   0.11593,  -0.04287,  -0.04571,   0.10459,   0.18683,  -0.02586,   0.03369,   0.19533,   0.00534,   0.17832,  -0.02019,   0.14145,   0.12444,   0.05638,   0.14713,  -0.04854,  -0.09392,  -0.16481,  -0.14780,   0.00250,  -0.12794,  -0.01168,   0.08474,  -0.05989,  -0.20451,   0.12728,  -0.02586,   0.04220,   0.04220,  -0.11377,   0.01952,   0.01952,   0.11593,   0.00250,  -0.11660,   0.15563,   0.07623,  -0.02019,  -0.01168,   0.14145,  -0.09392,  -0.00033,   0.08474,   0.11310,  -0.05421,  -0.03153,   0.08474,   0.15280,   0.15280,  -0.15914,   0.07056,   0.18115,   0.06772,   0.13295,   0.09041,   0.02235,   0.02519,   0.08190,  -0.01451
  -0.00033,   0.07907,   0.02802,  -0.05705,  -0.03436,   0.21518,   0.16130,   0.13295,   0.09608,  -0.13078,   0.04220,   0.01384,   0.13011,  -0.04287,   0.00817,  -0.04004,   0.03653,   0.12160,   0.01384,  -0.07690,   0.16698,   0.07907,  -0.13078,   0.18683,   0.09041,   0.07907,   0.01384,  -0.12511,  -0.13929,  -0.01451,  -0.09675,  -0.01735,   0.01952,  -0.02302,   0.06489,   0.09892,  -0.06556,   0.04220,   0.00534,   0.26339,   0.10459,   0.01952,  -0.01451,   0.13295,  -0.11944,   0.08474,   0.06772,   0.25489,   0.06205,  -0.01735,   0.13862,   0.07340,   0.07056,   0.09041,  -0.15063,   0.08757,  -0.00317,   0.11310,  -0.06272,   0.04220,  -0.18750,  -0.07407,   0.01101,   0.19533,  -0.01451,   0.01384,  -0.31511,   0.03369,  -0.12794,  -0.23570,   0.21235,  -0.09392,   0.01952,  -0.18750,   0.14145,  -0.09959,   0.13862,  -0.07407,   0.00250,  -0.13645,   0.05638,  -0.07974,   0.18399,  -0.07123,   0.27474,   0.09041,  -0.19884,   0.07623,   0.09608,  -0.09392,   0.02235,   0.01101,   0.21235,  -0.03720,   0.12728,   0.08474,   0.16414,  -0.10242,   0.08190,  -0.11377,  -0.01735,  -0.05705,   0.11593,  -0.00033,  -0.23287,   0.03369,   0.05354,   0.09608,  -0.09108,  -0.00884,  -0.03720,  -0.01735,  -0.08541,  -0.00317,   0.22653,   0.12160,  -0.13929,   0.01101,   0.03369,   0.06489,   0.01668,  -0.07974,  -0.17615,   0.00817,   0.03369,  -0.30660,  -0.16481,  -0.03720,   0.01952,   0.05071,  -0.00317,  -0.07974,   0.00534,   0.01952,   0.19817,  -0.00884,   0.05354,  -0.05989,  -0.07123,  -0.06272,   0.03937,  -0.04287,   0.00817,  -0.12227,  -0.06556,   0.01952,   0.04220,  -0.01735,   0.11877,  -0.14212,   0.01668,   0.11310,  -0.02302,   0.03086,  -0.10242,  -0.11944,   0.06772,  -0.14212,   0.08474,  -0.14780,  -0.00601,   0.03369,   0.03086,  -0.00884,   0.11593,   0.07056,   0.00534,   0.11877,   0.03086,  -0.08824,  -0.12227,   0.16130,   0.06205,   0.22653,   0.15563,   0.07907,   0.00817,  -0.05138,   0.09608,   0.12728,  -0.05989,   0.10175,   0.00817,  -0.15347,  -0.08824,   0.00250,   0.01384,   0.16698,   0.01952,   0.01952,  -0.08541,   0.01384
  -0.03720,   0.05638,  -0.22436,  -0.06272,   0.03653,   0.15280,   0.20668,   0.23220,  -0.17615,  -0.05138,   0.09608,   0.05354,  -0.02869,  -0.13929,   0.05922,   0.09041,  -0.08541,   0.03937,  -0.00884,   0.00250,   0.23503,  -0.07974,   0.18115,  -0.13362,   0.08474,  -0.09959,   0.23787,   0.09608,  -0.11093,  -0.03436,   0.22369,  -0.15914,  -0.14496,  -0.11944,   0.10175,  -0.10242,   0.09041,  -0.04287,   0.02519,  -0.09108,  -0.05138,  -0.00033,  -0.02586,   0.00817,  -0.02586,   0.10742,  -0.05989,  -0.03720,  -0.18466,   0.05354,   0.03369,  -0.03436,   0.07907,  -0.01451,   0.06772,  -0.00601,   0.09325,  -0.04004,   0.01952,  -0.15914,  -0.10809,   0.17548,   0.06489,   0.08474,  -0.00033,  -0.05138,   0.12728,  -0.02019,   0.05071,   0.00534,   0.17832,  -0.11660,  -0.01735,  -0.03153,   0.16981,   0.15280,   0.10459,  -0.21869,   0.01952,   0.00817,   0.07907,   0.01101,  -0.00033,  -0.10809,   0.06772,   0.04220,   0.18115,  -0.03153,   0.03653,   0.26906,   0.08757,  -0.02586,  -0.11660,  -0.00317,  -0.17048,  -0.24421,   0.25772,  -0.09675,   0.02802,   0.27757,   0.17832,  -0.11660,   0.01101,  -0.02869,  -0.19033,   0.00817,  -0.10242,   0.06772,  -0.24705,   0.04504,   0.15847,   0.01101,  -0.17615,   0.04787,   0.00534,   0.01668,  -0.30093,  -0.00884,   0.05071,  -0.05138,   0.02802,  -0.05138,  -0.11377,  -0.07407,  -0.00601,  -0.00317,   0.06489,   0.13862,  -0.09959,   0.20384,  -0.14780,  -0.08824,   0.16981,   0.05638,  -0.02586,  -0.06272,   0.09325,   0.11593,  -0.12794,   0.02235,   0.05354,   0.05071,  -0.09392,   0.07056,  -0.10242,   0.04504,   0.05071,  -0.09675,  -0.17332,  -0.06556,   0.03653,  -0.00033,   0.01101,   0.04220,  -0.10526,  -0.02586,   0.03086,  -0.01451,   0.04787,  -0.00317,  -0.14496,   0.04787,   0.09892,   0.03937,  -0.05138,  -0.11093,   0.03937,  -0.12794,  -0.02302,  -0.02869,  -0.09392,   0.08190,  -0.03153,   0.00534,   0.09041,  -0.09108,  -0.03153,  -0.05989,   0.12444,  -0.19317,  -0.10526,   0.07056,  -0.09108,  -0.05989,  -0.25555,  -0.07407,   0.01384,   0.03937,   0.00534,   0.19533,   0.22653,  -0.05989
  -0.03720,   0.10742,  -0.07974,   0.00534,   0.02235,   0.12160,   0.15280,   0.16981,  -0.01168,  -0.12794,  -0.07123,  -0.06839,   0.19250,   0.00817,  -0.13929,  -0.03436,   0.06489,  -0.03436,  -0.06839,  -0.14496,   0.06772,  -0.02302,   0.06205,  -0.20451,  -0.00317,  -0.08541,  -0.02019,  -0.04571,  -0.05421,  -0.04004,  -0.02586,  -0.09392,  -0.14780,   0.05354,  -0.02019,  -0.02869,  -0.25272,   0.00817,   0.02235,  -0.03720,  -0.08541,  -0.08257,  -0.14780,  -0.00033,   0.13578,   0.02802,   0.00250,   0.06205,  -0.10809,   0.09892,  -0.05989,   0.00250,  -0.07690,   0.18399,   0.07056,   0.05638,  -0.14780,   0.15280,  -0.26406,   0.00250,   0.00534,  -0.11660,  -0.17048,  -0.11944,   0.22369,  -0.01735,   0.04787,   0.01952,   0.13295,   0.20668,   0.01101,  -0.02869,   0.01952,   0.19250,   0.07340,  -0.11093,   0.00250,   0.08757,   0.03086,  -0.12511,   0.05922,   0.03086,   0.11310,   0.25772,  -0.11377,  -0.06839,   0.21802,  -0.04854,  -0.22436,   0.07340,   0.03653,   0.04787,  -0.01735,   0.09608,  -0.02019,   0.01952,   0.01101,   0.09608,   0.09325,  -0.05138,   0.05071,  -0.00884,  -0.07690,   0.11593,  -0.13362,  -0.19033,  -0.05138,   0.00817,  -0.01168,  -0.15347,  -0.00601,  -0.01168,  -0.03153,  -0.03153,  -0.03720,   0.13295,  -0.04287,   0.00534,   0.03369,   0.00817,   0.22936,   0.06205,   0.11877,   0.10175,   0.21235,  -0.01168,  -0.09392,   0.06205,  -0.00601,   0.05071,  -0.23003,   0.17548,  -0.05138,  -0.01735,   0.00817,  -0.01168,   0.18115,  -0.00033,  -0.28108,  -0.17332,  -0.01451,   0.09325,  -0.02019,   0.08757,  -0.02302,  -0.16197,  -0.05421,  -0.16481,  -0.13929,  -0.05705,   0.11877,  -0.23003,   0.11593,  -0.03720,  -0.13078,  -0.02302,  -0.03436,  -0.17048,   0.02235,   0.04220,  -0.05705,  -0.04004,   0.18683,  -0.11660,   0.00250,   0.11877,  -0.07974,  -0.10526,   0.06205,   0.03086,  -0.02586,  -0.17615,  -0.11660,  -0.09108,   0.00817,   0.08474,   0.07907,   0.05071,   0.00250,  -0.02586,   0.16698,  -0.04854,  -0.10809,   0.06772,  -0.04854,  -0.02019,  -0.02586,   0.07623,   0.00534,  -0.05989,   0.00250,   0.11593
   0.05354,   0.11310,   0.00534,   0.18115,  -0.06272,   0.09325,  -0.18182,  -0.00317,   0.03653,  -0.13078,  -0.01735,   0.05638,  -0.19884,  -0.08541,   0.07340,   0.10175,  -0.05989,  -0.04854,   0.01952,   0.04787,   0.11593,  -0.00884,  -0.07690,  -0.05138,  -0.00317,   0.13862,  -0.23854,  -0.02869,   0.06489,   0.24354,  -0.10526,  -0.28108,  -0.02019,   0.01384,  -0.02869,   0.31444,   0.06772,   0.03086,   0.07340,  -0.02586,   0.22369,   0.05638,   0.00534,  -0.07407,   0.11593,  -0.05138,  -0.05705,   0.05922,  -0.11944,   0.06772,  -0.04571,   0.20668,   0.01668,  -0.04287,   0.01384,  -0.04287,   0.01668,  -0.17615,   0.01101,   0.06772,   0.01668,   0.02802,   0.06205,  -0.00601,   0.02519,   0.13011,   0.14713,   0.07623,  -0.07123,  -0.31227,   0.10742,  -0.03153,   0.02235,  -0.06839,  -0.07123,  -0.03153,   0.06205,  -0.05421,   0.10175,   0.01952,  -0.09675,   0.16698,  -0.06839,  -0.00884,  -0.16197,  -0.06272,  -0.03436,  -0.02302,   0.00817,   0.03937,  -0.05989,  -0.03436,   0.04787,   0.11593,   0.01384,   0.03086,  -0.02586,   0.07340,   0.17832,  -0.04571,  -0.05421,   0.09892,   0.09892,   0.06205,   0.03369,  -0.11377,   0.01668,  -0.06839,   0.11310,  -0.11660,   0.03937,  -0.05138,   0.08757,   0.05354,   0.05638,  -0.05989,   0.08757,   0.14145,   0.06205,  -0.02869,  -0.04004,   0.09608,  -0.07407,   0.06205,   0.08474,   0.02235,   0.01101,  -0.00317,   0.00534,  -0.03720,   0.15563,   0.09325,   0.03937,  -0.11660,  -0.01735,  -0.02302,  -0.09392,  -0.16197,  -0.06556,   0.07340,   0.11877,   0.14429,  -0.04004,  -0.12511,   0.16414,   0.02235,   0.16130,  -0.07407,  -0.04854,  -0.04004,  -0.00884,   0.16130,  -0.05989,  -0.04571,   0.20384,   0.05354,  -0.21869,   0.05071,   0.05922,   0.19533,   0.07623,   0.06772,  -0.00884,  -0.11944,  -0.07123,   0.07340,  -0.12227,   0.09892,  -0.01735,   0.01952,  -0.03153,   0.00534,   0.01101,  -0.03436,   0.20384,   0.08474,   0.12728,   0.05354,   0.04220,   0.04504,   0.11593,   0.01101,  -0.05421,  -0.14496,   0.05922,  -0.05989,  -0.07407,   0.01952,  -0.11377,  -0.20168,  -0.10526,  -0.00601
