  -0.01306,   0.12218,   0.24239,  -0.05814,  -0.27603,  -0.06941,  -0.07317,   0.27620,  -0.32486,  -0.14454,  -0.05814,  -0.02433,   0.00196,  -0.11074,   0.24990,   0.08837,  -0.07693,   0.21985,  -0.15206,   0.05456,   0.04704,  -0.13703,   0.13720,   0.06207
  -0.02433,  -0.15581,  -0.14454,   0.06207,  -0.05063,  -0.10698,   0.12593,  -0.03560,   0.00572,  -0.00931,   0.06207,   0.03202,   0.11091,  -0.20465,   0.13345,  -0.05814,  -0.06566,   0.01323,  -0.14079,   0.02450,  -0.18211,  -0.05439,   0.09588,  -0.08444
  -0.09947,   0.13345,   0.05080,   0.15223,   0.03202,  -0.02433,  -0.21592,  -0.04312,  -0.11825,  -0.00179,  -0.12201,   0.00572,   0.07710,   0.03202,  -0.06190,  -0.12576,   0.05080,  -0.02809,  -0.11449,  -0.04312,   0.05080,  -0.13703,  -0.08068,  -0.00555
   0.13345,   0.05831,  -0.19338,   0.19355,   0.18228,   0.03202,  -0.02058,   0.26117,  -0.02058,   0.09588,  -0.11449,  -0.06566,   0.05831,  -0.02433,  -0.10698,  -0.03936,   0.11091,  -0.01306,   0.06958,   0.01699,   0.08085,   0.12218,  -0.03560,   0.06207
  -0.08444,  -0.11449,   0.21985,  -0.02809,   0.01699,   0.14096,  -0.13703,  -0.06941,  -0.09947,   0.35509,  -0.01306,   0.03577,  -0.01682,  -0.02809,   0.08085,   0.08085,  -0.12576,   0.09212,  -0.05814,   0.00572,  -0.00931,  -0.01682,   0.07710,  -0.02058
   0.03202,  -0.08068,   0.11842,   0.02075,   0.12593,   0.25742,   0.00196,   0.03577,  -0.01306,   0.05080,   0.09964,   0.16350,  -0.09195,   0.09588,  -0.09947,  -0.04312,   0.01699,   0.06207,  -0.03936,  -0.12201,   0.04329,  -0.05814,  -0.02809,  -0.13327
   0.00948,   0.22736,   0.08837,  -0.11449,  -0.02809,  -0.10322,  -0.09571,   0.17101,  -0.11074,  -0.02058,  -0.00931,  -0.20841,  -0.27603,  -0.01682,  -0.07317,  -0.13327,  -0.15206,  -0.01306,   0.05831,   0.02826,  -0.17460,  -0.12576,   0.52038,  -0.02058
   0.01699,  -0.00179,   0.02075,  -0.08444,  -0.00179,   0.04329,  -0.01682,   0.01699,   0.20107,   0.00948,  -0.06941,   0.00572,   0.12593,   0.00948,  -0.12952,   0.05456,  -0.24973,   0.14847,   0.07334,  -0.03185,  -0.15581,  -0.01682,   0.06958,   0.00196
  -0.12952,  -0.05063,  -0.18587,   0.01699,   0.05456,   0.21234,   0.12969,  -0.09571,   0.06583,  -0.11825,   0.13720,   0.08837,  -0.00179,   0.00196,   0.00572,  -0.07693,   0.04329,  -0.06190,  -0.11825,  -0.12201,   0.06958,  -0.01682,   0.02450,   0.05456
   0.03577,   0.03953,   0.00572,  -0.06566,   0.01323,   0.05456,   0.01323,  -0.04312,  -0.05063,   0.02075,  -0.13703,   0.38514,  -0.01306,   0.15599,  -0.00931,  -0.01306,  -0.03185,   0.14472,  -0.02433,  -0.01682,   0.07334,   0.00948,  -0.14079,   0.14096
   0.05831,  -0.13703,  -0.07317,  -0.37746,  -0.08444,  -0.29105,  -0.29857,  -0.14830,   0.27244,   0.29498,   0.11466,  -0.09195,  -0.22343,  -0.03560,  -0.38873,   0.23488,  -0.24222,   0.01699,  -0.03560,  -0.14079,  -0.43756,   0.39641,   0.09588,   0.04329
   0.11842,  -0.03185,   0.01323,   0.02075,   0.24239,  -0.24973,  -0.18962,   0.01323,   0.05831,  -0.01682,   0.19731,   0.00572,  -0.11074,   0.09964,   0.00948,   0.05080,   0.18604,  -0.02058,   0.04704,   0.21609,  -0.00179,  -0.20089,   0.21234,  -0.10698
   0.18980,  -0.03185,  -0.07317,  -0.06190,   0.12593,   0.00196,  -0.14830,  -0.02058,  -0.05814,  -0.11825,  -0.04312,  -0.01306,  -0.06566,  -0.09195,   0.03202,   0.14472,   0.13720,   0.09212,  -0.06941,  -0.03185,  -0.14079,   0.07710,   0.12218,  -0.16333
