   0.10260,  -0.06618,   0.12415,  -0.05541,  -0.01591,   0.05951,   0.05951,   0.06669,  -0.02309,   0.04514,   0.08824,  -0.10210,  -0.04464,   0.03437,   0.00205,   0.02000,   0.01282,   0.06669,   0.10260,   0.00564,   0.02719,   0.46531,   0.02719,   0.06310,   0.18520,  -0.05541,   0.14211,   0.00205,   0.07387,   0.08106,  -0.22061,   0.07028,   0.13492,  -0.04105,   0.00564,   0.00923,   0.03078,   0.01641,  -0.05541,  -0.02309,   0.08106,   0.04514,  -0.13442,   0.07028,   0.07028,  -0.13442,   0.04155,   0.14211,   0.03078,   0.01282,   0.03796,  -0.00872,   0.03796,  -0.14160,  -0.29961,  -0.20983,  -0.06259,   0.27139,  -0.03745,   0.04873,  -0.00872,   0.02000,  -0.29602,  -0.04105
  -0.10569,   0.04155,   0.06669,  -0.10210,  -0.16315,   0.05592,  -0.09491,  -0.16315,  -0.00154,   0.04155,   0.02360,  -0.08055,   0.07028,   0.01641,   0.06310,  -0.02309,   0.18161,   0.11697,   0.17084,   0.09183,   0.03796,  -0.10569,  -0.05900,   0.11697,   0.05951,  -0.08414,  -0.02668,   0.15647,   0.02719,   0.10978,  -0.09491,   0.02360,  -0.14878,   0.17443,  -0.02668,  -0.03386,   0.21752,  -0.04823,   0.07387,  -0.14160,  -0.03027,  -0.04105,  -0.11646,   0.15647,   0.00564,   0.10260,   0.07746,  -0.09491,   0.06669,  -0.13083,   0.00205,   0.00564,   0.04155,   0.05592,  -0.04105,  -0.23497,   0.05233,   0.04155,  -0.10928,   0.05951,  -0.04823,   0.20316,   0.08465,   0.03078
   0.14929,  -0.03386,  -0.05541,  -0.02668,   0.09183,  -0.17033,  -0.00872,  -0.07696,   0.05951,  -0.09850,  -0.13083,  -0.00872,  -0.01950,  -0.03745,   0.01282,   0.01641,   0.04155,  -0.09850,   0.03437,  -0.10569,  -0.08414,  -0.09850,  -0.12364,  -0.10210,   0.08106,   0.03437,  -0.05900,   0.07387,   0.02719,  -0.05541,   0.00923,   0.00205,  -0.09132,   0.00923,  -0.04105,   0.08106,  -0.00154,  -0.09132,   0.24266,   0.08824,  -0.07337,   0.00564,   0.23548,   0.07028,   0.02719,   0.05951,  -0.05541,   0.05951,   0.13851,  -0.11646,  -0.04105,  -0.20983,  -0.15237,   0.25343,  -0.10210,  -0.08055,  -0.18828,   0.22111,   0.00205,   0.10260,  -0.05541,   0.19597,  -0.09491,  -0.11287
  -0.08414,   0.05233,  -0.05541,   0.11338,  -0.06618,   0.14211,   0.14929,   0.05233,   0.02360,   0.09542,  -0.08414,   0.02719,   0.03437,  -0.16674,   0.07028,  -0.10569,   0.02000,  -0.14519,  -0.01950,  -0.06978,  -0.25293,   0.07746,   0.24984,   0.05592,   0.00564,  -0.08414,  -0.17751,  -0.03745,   0.15647,  -0.00513,  -0.01950,   0.19238,   0.03437,   0.24266,  -0.00872,   0.24984,   0.08824,   0.17802,   0.05951,   0.02360,  -0.13083,  -0.05541,   0.07028,  -0.13801,  -0.10928,   0.02000,  -0.02668,  -0.04105,  -0.00872,   0.01282,   0.00564,  -0.01950,  -0.16674,   0.09542,  -0.01950,  -0.26011,  -0.04105,  -0.13083,  -0.09850,   0.00564,   0.21393,   0.02360,  -0.06978,  -0.05900
   0.27498,   0.23189,   0.00205,  -0.06978,   0.00564,   0.12415,  -0.01950,   0.04155,   0.24625,  -0.16315,   0.19238,   0.04514,  -0.14519,   0.02000,  -0.11646,  -0.05900,   0.16724,  -0.00513,  -0.09132,   0.23548,  -0.10569,   0.08106,  -0.00872,   0.33244,   0.22829,  -0.08773,   0.11697,   0.13851,  -0.17033,   0.22470,  -0.21701,  -0.04105,   0.27498,   0.09183,  -0.08055,  -0.18828,   0.12774,   0.04873,   0.09542,  -0.06259,  -0.14160,  -0.05182,  -0.06259,  -0.12723,   0.06310,   0.13851,   0.00205,  -0.09132,  -0.02309,  -0.15956,  -0.10928,  -0.01591,  -0.14878,  -0.14878,  -0.16674,  -0.12723,  -0.17033,   0.06310,   0.08106,   0.12415,   0.01641,  -0.12364,  -0.05182,   0.05233
  -0.00513,  -0.05541,  -0.13801,   0.05951,  -0.02309,   0.07028,   0.03078,  -0.05541,   0.00923,  -0.03386,   0.11338,  -0.06618,   0.00564,   0.09901,   0.11338,  -0.09491,   0.12415,  -0.07337,  -0.05541,   0.06669,  -0.04105,  -0.04105,  -0.07337,   0.02719,   0.08106,  -0.05182,  -0.15956,  -0.06618,  -0.02668,  -0.06259,  -0.05541,   0.10260,   0.03437,   0.10619,   0.14211,   0.05592,   0.05233,   0.15647,  -0.00513,  -0.14519,  -0.02668,  -0.00513,  -0.09491,   0.19238,  -0.02668,   0.05233,   0.01282,   0.13492,   0.08824,   0.02000,  -0.01591,  -0.10569,  -0.09491,  -0.06259,  -0.01232,  -0.01950,   0.02000,   0.01282,   0.03078,  -0.03745,  -0.13083,   0.01641,   0.08106,   0.19956
   0.00205,   0.04873,  -0.00872,  -0.08055,   0.05951,  -0.18828,   0.04155,   0.13492,  -0.01232,  -0.19547,   0.04155,  -0.01591,  -0.10569,   0.13851,  -0.15596,   0.18520,  -0.04464,  -0.06618,   0.14211,   0.19956,   0.08465,  -0.01950,  -0.04823,  -0.01591,  -0.03386,   0.10619,   0.04873,   0.12774,   0.06310,   0.09901,  -0.00872,   0.07746,   0.02000,  -0.12723,   0.03437,   0.02360,   0.01641,  -0.07696,  -0.00154,   0.07387,  -0.04105,   0.07387,   0.17802,   0.02360,   0.04155,   0.14570,  -0.17751,  -0.01232,   0.13851,  -0.09850,   0.02360,  -0.04823,   0.03437,   0.04514,   0.01282,   0.12056,   0.09542,   0.13492,  -0.03386,   0.13851,  -0.00154,  -0.21701,   0.22111,  -0.17392
   0.12415,  -0.08055,   0.01282,  -0.03745,   0.05233,  -0.13442,  -0.10569,  -0.01591,  -0.11646,  -0.03386,  -0.00513,  -0.07696,  -0.04105,   0.00564,  -0.08414,   0.03796,   0.13851,  -0.00872,  -0.01232,  -0.01232,  -0.05900,  -0.18469,  -0.12005,   0.02000,  -0.13442,   0.12415,   0.04873,  -0.05900,  -0.11287,   0.04514,   0.05951,   0.00205,  -0.09132,  -0.10210,   0.00923,  -0.04464,   0.14929,  -0.08414,   0.06669,   0.16006,   0.09183,  -0.02668,   0.05592,   0.05951,   0.02360,  -0.00513,  -0.04105,   0.18520,   0.07746,  -0.14878,   0.00205,  -0.05541,  -0.12005,   0.07387,  -0.05541,   0.07028,  -0.08055,   0.19238,   0.09542,  -0.00513,  -0.15237,   0.07028,   0.02719,  -0.11646
   0.03796,  -0.05900,  -0.14160,  -0.13083,   0.04155,  -0.06978,  -0.09850,  -0.06259,  -0.03745,  -0.04823,   0.09542,  -0.30320,   0.00205,   0.17084,  -0.14878,  -0.19906,  -0.00154,   0.08106,  -0.06618,  -0.09491,  -0.13083,   0.14211,   0.10619,   0.10260,   0.05951,  -0.06618,  -0.07696,   0.03078,  -0.20983,  -0.12005,   0.09542,   0.11338,   0.14570,   0.07028,   0.01641,  -0.08414,   0.16006,  -0.08055,   0.09542,   0.07746,   0.12056,   0.05951,   0.20316,   0.01641,   0.00923,   0.14570,   0.05951,   0.02719,   0.16006,   0.33603,  -0.13801,   0.12056,   0.00205,  -0.02668,  -0.07696,   0.04155,   0.10619,  -0.01232,  -0.01591,   0.16724,   0.03437,  -0.01591,   0.01641,   0.14211
   0.03078,   0.09542,   0.06669,  -0.01950,  -0.09132,   0.09183,   0.13133,  -0.09132,  -0.05541,   0.10978,   0.09901,   0.17443,   0.21752,   0.01641,   0.10260,   0.05592,   0.03078,  -0.08773,   0.02719,  -0.08055,   0.15647,  -0.03386,  -0.07696,   0.14211,  -0.08773,  -0.07696,  -0.02668,  -0.04105,   0.11338,   0.04873,  -0.12005,  -0.06618,  -0.17033,   0.07746,   0.00923,   0.09183,   0.15288,   0.02000,   0.04155,  -0.04464,   0.05592,  -0.16315,  -0.10210,   0.20675,   0.04873,   0.09542,   0.02719,  -0.04105,  -0.13442,  -0.23138,  -0.03027,  -0.01232,  -0.02668,   0.02719,  -0.13083,  -0.04823,  -0.06978,  -0.06618,  -0.10569,  -0.09132,   0.00923,   0.27857,   0.03796,  -0.12364
  -0.11646,  -0.09132,  -0.09132,   0.05233,   0.02000,   0.08465,   0.09901,  -0.04105,   0.00564,  -0.07696,  -0.09132,  -0.05182,  -0.03745,   0.23548,   0.13492,   0.00923,  -0.07337,  -0.15956,   0.09901,  -0.12364,  -0.09850,   0.05951,  -0.06618,   0.04514,   0.07387,   0.05951,  -0.06618,   0.30730,  -0.01591,   0.03437,   0.00205,   0.06310,  -0.09132,   0.07028,   0.04155,   0.06310,   0.05233,  -0.05541,  -0.03745,   0.05592,  -0.06259,   0.00205,   0.04155,  -0.10928,  -0.03027,   0.15647,   0.01641,  -0.02309,  -0.01591,  -0.05182,  -0.00872,  -0.14878,  -0.03745,  -0.03745,  -0.06259,  -0.06978,  -0.08414,   0.00564,   0.06310,  -0.05900,   0.09542,   0.06669,   0.02719,   0.05951
  -0.08773,  -0.20265,   0.07028,  -0.01591,  -0.09850,  -0.09850,   0.09901,   0.12415,  -0.14160,  -0.14160,  -0.12005,   0.01282,   0.05592,   0.08824,   0.00923,  -0.00154,   0.18161,  -0.00872,   0.00564,  -0.15237,   0.03437,   0.04155,   0.10619,   0.04873,  -0.01232,  -0.01950,   0.02360,  -0.09850,  -0.21342,   0.18161,  -0.18469,  -0.18110,  -0.12005,  -0.09850,   0.00923,   0.06669,   0.13851,  -0.03745,  -0.00154,  -0.06978,  -0.06259,  -0.14160,  -0.00513,  -0.13801,   0.02360,  -0.20265,  -0.06618,   0.09542,   0.09901,  -0.04105,   0.08106,   0.04873,  -0.06259,   0.20675,   0.22470,   0.07387,   0.07028,   0.14929,   0.03796,   0.09901,  -0.04105,   0.01641,   0.14211,  -0.03745
   0.01282,   0.09542,  -0.17751,  -0.11646,   0.09183,  -0.01591,  -0.17392,  -0.14519,   0.03796,  -0.09491,  -0.04464,   0.08465,   0.25702,   0.08465,  -0.13442,  -0.03745,  -0.09850,   0.05233,  -0.00513,   0.09542,  -0.14878,   0.08465,   0.03437,  -0.06978,   0.08465,   0.11697,  -0.09850,   0.02000,  -0.01591,   0.03796,  -0.01232,   0.06669,  -0.04464,  -0.04464,   0.13851,   0.00923,  -0.10928,   0.01641,   0.02000,  -0.00872,  -0.08773,  -0.04823,  -0.19547,   0.08106,   0.08824,  -0.03027,  -0.07696,  -0.06259,  -0.02309,  -0.11646,  -0.30320,   0.03796,  -0.15237,   0.02360,   0.33962,   0.09542,   0.08824,  -0.16674,   0.04514,   0.12415,  -0.04823,   0.09542,   0.01641,  -0.00154
