   0.00620,  -0.07569,  -0.03311,  -0.11499,  -0.08551,   0.03240,   0.04550,  -0.02000,  -0.16085,   0.27151,  -0.09206,   0.11429,   0.01275,  -0.25256,   0.07498,  -0.15430,  -0.08224,   0.08153,   0.01930,   0.16669,   0.09464,   0.00292,  -0.13464,  -0.20015,  -0.05931,  -0.01673,   0.17652,   0.20928,  -0.00035,  -0.13792,  -0.05931,  -0.08879,  -0.16740,  -0.02983,  -0.12154,   0.22565,  -0.07569,   0.17325,  -0.07569,  -0.11499,   0.26168,  -0.17067,  -0.10844,  -0.08551,  -0.08551,  -0.09206,   0.06188,   0.36977,   0.18635,   0.14377,   0.16014,   0.14704,   0.07498,  -0.01673,  -0.17723,   0.04878,   0.10119,  -0.05603,   0.01275,  -0.09534,  -0.01345,   0.01930,   0.01275,   0.09464,  -0.18705,  -0.16412,  -0.01673,  -0.16085,   0.10446,  -0.24928,  -0.11827,  -0.29187,   0.25841,  -0.01673,   0.00292,   0.13066,  -0.03966,   0.01930,   0.11429,   0.05533,   0.06843,   0.00292,   0.08808,   0.18962,   0.09464,   0.06516,   0.11756,   0.04223,  -0.12482,   0.04223,  -0.01673,  -0.02000,  -0.17067,  -0.00363,  -0.01018,  -0.06259,   0.03895,  -0.08224,  -0.02000,  -0.04621,   0.16997,   0.04878,   0.00292,   0.20600,   0.06516,  -0.02983,   0.01603,   0.21583,  -0.07896,   0.02585,  -0.18378,  -0.05931,  -0.16740,  -0.02328,   0.15032,  -0.18050,  -0.20343,   0.22238,   0.00292,   0.04550,  -0.15757,  -0.03966,   0.04550,  -0.21325,   0.14049,   0.01930,   0.13722,  -0.07569,   0.16669,   0.17325,   0.01275,   0.00620,   0.04223,   0.07171,  -0.06914,   0.04878,  -0.01345,   0.08153,   0.01603,  -0.08224,  -0.12809,   0.03895,   0.04223,  -0.03638
   0.08153,   0.16669,  -0.16740,  -0.05276,   0.00292,   0.04550,   0.09136,   0.03568,  -0.06259,   0.03568,  -0.11499,   0.06843,   0.01930,  -0.00035,   0.09464,   0.04223,  -0.04621,   0.00620,   0.06188,  -0.08879,  -0.11827,  -0.07569,   0.01275,   0.05861,  -0.18705,  -0.07569,   0.07498,  -0.00035,   0.04878,  -0.09534,  -0.06259,   0.19290,   0.05205,  -0.19688,   0.11101,   0.18962,   0.03568,   0.10119,  -0.08551,  -0.17723,   0.11429,   0.19290,  -0.09534,  -0.11172,   0.05533,  -0.07241,  -0.00363,  -0.05931,   0.05533,  -0.01345,  -0.03638,   0.11756,  -0.01018,   0.14049,   0.12739,  -0.02656,   0.02913,   0.18307,   0.07826,  -0.00690,  -0.20670,   0.02585,   0.02585,  -0.17067,   0.05533,  -0.10189,  -0.02983,   0.02258,   0.00947,  -0.04293,   0.10774,   0.10119,  -0.10517,  -0.00035,   0.09136,  -0.09534,   0.06843,   0.04878,  -0.04293,  -0.19360,  -0.03638,   0.01275,   0.19945,  -0.03311,  -0.13464,   0.00292,   0.20600,  -0.01018,  -0.02000,  -0.05276,   0.04223,  -0.03966,  -0.20015,   0.01930,  -0.12482,   0.11101,  -0.06586,   0.11429,   0.07498,  -0.11172,   0.15032,   0.05205,   0.06188,   0.07171,  -0.01673,   0.08153,   0.12411,  -0.19360,   0.06188,   0.12411,   0.05533,  -0.05276,   0.09464,  -0.15102,   0.14704,   0.03568,   0.22893,   0.07498,   0.06516,  -0.06259,   0.00292,   0.01603,   0.14377,   0.09464,   0.09791,  -0.07241,   0.00620,  -0.12809,   0.09791,  -0.05931,   0.08481,  -0.01018,  -0.05931,  -0.02983,   0.08808,   0.08808,  -0.18705,   0.18307,  -0.03311,   0.14049,  -0.05603,  -0.02656,  -0.12482,  -0.00035
  -0.11172,  -0.02328,   0.16342,  -0.02000,   0.05205,  -0.09206,  -0.12809,   0.10119,   0.14377,  -0.05603,  -0.10844,  -0.00035,  -0.03638,  -0.18705,   0.00620,   0.11101,   0.22893,  -0.02656,  -0.17067,   0.08481,  -0.00690,  -0.15102,   0.10446,   0.04223,   0.05205,  -0.01673,  -0.00690,  -0.09861,  -0.06259,  -0.00363,  -0.00035,  -0.02328,   0.19945,   0.10446,  -0.11827,   0.03240,   0.09791,   0.04223,  -0.00690,   0.13722,  -0.09206,   0.15359,   0.04223,   0.11429,  -0.08879,  -0.07896,  -0.24601,  -0.18705,  -0.11172,   0.03568,   0.04878,  -0.02983,   0.28789,   0.03568,   0.06516,  -0.01018,  -0.16740,   0.02913,   0.05533,   0.11101,   0.27478,  -0.02000,   0.18635,   0.01275,  -0.33445,   0.00292,   0.04878,  -0.26566,  -0.10517,  -0.06259,  -0.02983,   0.01930,  -0.14775,   0.02258,  -0.04948,  -0.07569,   0.11101,  -0.08224,  -0.06586,  -0.04948,   0.11429,  -0.05603,   0.04550,   0.10446,  -0.05931,   0.12739,  -0.01018,  -0.02983,  -0.03311,  -0.01345,  -0.00690,   0.21255,  -0.14120,   0.04550,  -0.02328,  -0.12482,  -0.11827,   0.08808,  -0.05276,   0.01275,  -0.00035,  -0.07569,  -0.05276,   0.08808,   0.01603,   0.01603,  -0.05603,  -0.11172,   0.05533,   0.21583,   0.06843,  -0.08879,   0.01603,  -0.04621,   0.03240,  -0.09206,   0.03240,  -0.24928,  -0.05603,  -0.09534,  -0.25584,   0.05533,   0.03895,   0.16669,   0.00620,   0.04550,  -0.14120,   0.15687,   0.07171,   0.09136,  -0.00035,  -0.01345,  -0.09206,  -0.06586,   0.17980,  -0.10517,   0.07826,  -0.00363,  -0.13137,   0.11429,   0.21255,  -0.32462,  -0.20670,   0.11756
  -0.17395,  -0.04621,  -0.03638,   0.06843,   0.06843,   0.00620,   0.00620,   0.09464,   0.13394,   0.12084,  -0.05603,  -0.06586,   0.26823,  -0.05931,  -0.06586,  -0.12482,   0.09464,  -0.04293,  -0.15757,   0.09791,  -0.10844,  -0.18378,  -0.11499,   0.00947,   0.04550,  -0.03311,  -0.12482,   0.18635,  -0.03311,  -0.03311,  -0.00035,  -0.06259,  -0.05603,   0.08153,   0.20272,   0.23220,   0.03240,  -0.11172,   0.09136,  -0.12482,   0.04550,   0.07171,  -0.03311,  -0.01673,  -0.05931,   0.10119,   0.07826,  -0.14447,  -0.16412,   0.10774,  -0.05276,  -0.04948,  -0.00690,  -0.15102,   0.10119,   0.11756,  -0.19360,   0.12739,   0.36977,   0.02258,   0.05205,  -0.08551,   0.02585,  -0.03638,  -0.13137,   0.06843,   0.07498,  -0.16085,   0.10446,  -0.13792,  -0.13464,  -0.02983,  -0.11172,   0.10119,   0.04223,   0.12084,  -0.11172,  -0.11499,   0.05533,  -0.08551,  -0.03966,  -0.00035,  -0.04948,  -0.00363,  -0.06914,  -0.01673,  -0.00363,  -0.09534,   0.07171,  -0.04948,  -0.01673,   0.08153,   0.09464,  -0.03638,  -0.21981,  -0.01345,  -0.10189,   0.04878,  -0.02983,   0.08481,   0.07171,  -0.06259,  -0.06914,   0.15359,  -0.01673,  -0.03311,   0.10446,  -0.03966,  -0.20670,   0.02913,   0.12411,  -0.04948,   0.04223,  -0.04293,   0.01275,  -0.07896,  -0.14775,   0.02258,   0.09136,   0.06516,  -0.28204,  -0.10517,   0.00620,   0.05533,   0.05861,   0.04223,  -0.03638,  -0.07569,   0.06188,   0.08808,   0.04550,  -0.22308,   0.17325,  -0.04293,   0.11101,   0.00292,  -0.12809,  -0.02328,  -0.07569,   0.22238,  -0.00363,  -0.05931,   0.11429,  -0.05931
  -0.20998,   0.02585,   0.03895,   0.07826,   0.14377,   0.00947,   0.13394,   0.08481,   0.11756,  -0.05603,  -0.15757,   0.07171,  -0.09534,   0.15359,  -0.01018,   0.15359,   0.10774,  -0.12154,  -0.02656,   0.08153,   0.01930,   0.22238,  -0.11827,   0.19290,   0.11101,   0.00292,  -0.01018,  -0.02983,  -0.14775,  -0.00035,   0.08808,  -0.12809,  -0.06914,   0.12084,   0.00292,  -0.04948,  -0.08224,   0.06843,   0.11756,   0.09136,   0.06516,  -0.10189,   0.07171,   0.17325,   0.04223,   0.09464,   0.12411,  -0.10844,  -0.04948,   0.10446,   0.11101,  -0.09534,   0.00947,  -0.05603,  -0.04293,  -0.09206,   0.08808,   0.02258,   0.12411,   0.05205,  -0.00035,  -0.05931,  -0.11172,  -0.03638,  -0.10844,   0.16997,  -0.26894,   0.18635,  -0.08551,  -0.13792,   0.13394,  -0.05603,   0.01603,  -0.08224,   0.19617,  -0.08224,   0.03568,  -0.09534,  -0.02983,  -0.14775,   0.00620,   0.02585,   0.01603,  -0.20015,  -0.07569,   0.22238,  -0.02000,  -0.08879,   0.17980,  -0.04948,   0.06516,  -0.12154,   0.07826,  -0.05276,  -0.11827,  -0.01018,   0.03568,  -0.00690,  -0.04293,   0.05861,  -0.13792,   0.12084,   0.00620,   0.09464,  -0.02656,   0.10774,   0.02585,   0.14704,  -0.07896,  -0.08224,   0.12739,  -0.08551,   0.02913,   0.13066,   0.02258,   0.01930,  -0.17067,  -0.01345,  -0.17067,  -0.09534,  -0.02983,  -0.03638,   0.24203,   0.18962,  -0.04293,   0.09136,  -0.08224,  -0.02328,   0.17325,  -0.20015,   0.01603,   0.00947,   0.00947,  -0.03966,   0.18962,   0.25186,  -0.09861,  -0.10844,  -0.06259,   0.08153,  -0.25256,  -0.03311,   0.10774,   0.03895
   0.06188,   0.00947,  -0.04948,   0.24530,  -0.12482,  -0.03311,   0.02258,  -0.03966,   0.03895,  -0.12809,   0.00620,  -0.02000,  -0.06259,  -0.19033,  -0.01018,  -0.00035,   0.24203,  -0.09861,  -0.02328,   0.19617,   0.04223,   0.17980,   0.06516,   0.06188,  -0.03311,  -0.03638,   0.18635,   0.08153,  -0.00363,   0.40253,  -0.13792,  -0.06586,  -0.02328,   0.00292,   0.04878,   0.05861,  -0.09534,   0.02913,   0.06188,  -0.01345,  -0.09534,  -0.23946,   0.01930,  -0.10189,  -0.03311,  -0.13464,  -0.03966,  -0.09534,   0.03895,   0.04223,   0.11101,  -0.02328,  -0.27876,   0.14704,   0.33374,  -0.15757,   0.00620,   0.03240,   0.08808,  -0.14775,   0.11756,  -0.14120,  -0.08551,  -0.03638,  -0.07896,  -0.03638,   0.04223,   0.08808,  -0.19033,  -0.04948,  -0.42288,  -0.11827,   0.06843,  -0.11172,   0.02585,   0.32719,   0.17980,  -0.11827,   0.18307,   0.09791,  -0.05603,  -0.14775,   0.07171,   0.04223,  -0.16085,  -0.02328,   0.07498,   0.23548,   0.05205,   0.03568,  -0.03638,   0.18307,   0.06516,  -0.10517,   0.04223,   0.11101,   0.07826,  -0.20998,   0.08481,   0.07171,  -0.02983,   0.06843,  -0.13464,   0.05861,  -0.07896,  -0.05603,  -0.00363,  -0.02000,   0.03568,   0.09136,   0.08153,   0.07171,  -0.34427,  -0.06259,  -0.02983,   0.07498,   0.14049,  -0.02328,   0.05861,  -0.15102,   0.01603,  -0.27221,   0.12411,   0.10119,  -0.08879,   0.17652,   0.03895,  -0.22963,   0.08808,   0.12084,  -0.12809,  -0.11499,  -0.00690,   0.23220,   0.06516,  -0.05603,  -0.00363,   0.23548,   0.22893,  -0.02328,   0.13722,   0.08153,   0.12411,  -0.02983
  -0.00363,  -0.01673,   0.15687,  -0.19688,   0.04550,  -0.04293,  -0.06586,  -0.09861,  -0.22308,   0.03895,   0.01930,  -0.00690,  -0.05931,   0.15687,  -0.11827,  -0.12809,   0.11429,   0.01603,   0.15359,   0.00947,  -0.04293,  -0.01018,  -0.08551,   0.18962,  -0.17395,   0.08808,  -0.15102,  -0.17395,   0.24530,   0.08153,  -0.09206,   0.28461,  -0.10844,  -0.00363,  -0.09206,  -0.08224,   0.04550,  -0.06914,  -0.11827,  -0.09534,   0.23220,   0.24858,   0.03240,   0.13722,  -0.01018,  -0.01018,  -0.19033,   0.01275,   0.00292,  -0.05603,   0.05533,   0.08153,  -0.03638,   0.00947,   0.15687,   0.32392,   0.11756,  -0.00363,  -0.09534,  -0.04621,   0.00620,  -0.07569,   0.12739,   0.18635,   0.27806,  -0.08879,  -0.04621,  -0.26239,   0.17325,   0.07498,  -0.10844,  -0.08551,   0.10446,  -0.10844,   0.09136,  -0.13137,  -0.11172,   0.10774,   0.01275,   0.10446,   0.14049,  -0.02656,  -0.06586,   0.07498,   0.03568,   0.14704,   0.11101,  -0.18705,  -0.19033,   0.14377,   0.01930,   0.12084,   0.12084,  -0.13464,   0.06516,   0.09464,  -0.09206,  -0.06586,  -0.04293,  -0.03311,  -0.11827,  -0.04293,   0.07826,  -0.10844,  -0.03966,  -0.16412,   0.03895,   0.00292,   0.09464,   0.02258,   0.09464,  -0.09534,  -0.08551,   0.06516,   0.04223,   0.04550,  -0.10517,  -0.03311,   0.03895,   0.00947,   0.07498,  -0.01018,  -0.02983,   0.01603,  -0.08879,   0.04223,  -0.13792,  -0.12154,  -0.05931,  -0.05603,  -0.18378,   0.18307,   0.02258,   0.02913,  -0.03638,  -0.13792,   0.13394,  -0.07896,  -0.18050,  -0.20015,  -0.07896,  -0.03966,  -0.04293,   0.03240
  -0.03638,  -0.18378,   0.10446,  -0.04621,   0.00947,  -0.13137,  -0.07896,   0.20600,   0.36977,  -0.18705,   0.08481,  -0.04948,   0.09464,   0.31409,  -0.01673,  -0.22308,  -0.04621,  -0.00035,  -0.00363,   0.19945,  -0.00363,   0.04223,  -0.09206,  -0.06586,  -0.01673,  -0.17067,  -0.16412,  -0.23291,  -0.12809,   0.03240,  -0.07896,   0.01930,  -0.07896,   0.11101,  -0.18050,  -0.14775,  -0.19033,   0.08481,  -0.19033,  -0.00690,   0.10774,   0.18635,   0.01603,   0.10774,  -0.00690,  -0.16740,  -0.11827,  -0.24273,   0.02258,  -0.07896,  -0.09534,   0.05205,  -0.08224,  -0.00690,  -0.10844,  -0.01673,   0.15687,   0.07826,  -0.08879,  -0.09206,  -0.24601,   0.01930,  -0.05931,   0.11101,   0.00620,   0.13722,   0.01930,  -0.16085,  -0.17723,  -0.03638,   0.29116,  -0.00690,  -0.06586,   0.12739,  -0.00035,  -0.22963,   0.06188,   0.14704,  -0.01345,   0.11756,  -0.17067,   0.14377,   0.15359,  -0.05276,   0.14049,   0.01930,  -0.13792,   0.08808,   0.10119,   0.01930,  -0.00035,  -0.15430,   0.15032,  -0.06586,   0.05861,  -0.17395,   0.03240,  -0.02983,   0.24203,   0.01930,   0.15032,  -0.03966,  -0.03311,  -0.21981,   0.00292,  -0.02000,  -0.01673,   0.11756,   0.00620,   0.04550,   0.15359,   0.10446,  -0.19033,  -0.02656,   0.09791,  -0.04948,   0.03240,  -0.22963,   0.10119,   0.00947,  -0.02328,  -0.02656,   0.02585,   0.11756,   0.22238,   0.11429,   0.10774,  -0.05931,  -0.09206,  -0.09861,  -0.01345,   0.11101,  -0.18378,   0.06843,   0.02585,   0.29116,  -0.00363,  -0.06586,   0.21910,   0.10446,   0.06188,  -0.13137,  -0.10517,  -0.14120
  -0.18705,  -0.01673,   0.10774,  -0.14447,   0.23548,   0.00947,   0.05861,  -0.03311,   0.05861,  -0.01673,  -0.06914,  -0.06586,   0.04550,  -0.08551,  -0.00690,  -0.01018,  -0.00363,   0.03568,  -0.03966,  -0.03638,  -0.13137,  -0.07241,  -0.13137,   0.22893,   0.19945,   0.27151,  -0.07569,   0.02258,  -0.06914,   0.19945,   0.06188,   0.01603,   0.11756,   0.13394,  -0.02656,   0.02913,  -0.01018,  -0.02656,  -0.02656,  -0.03966,  -0.11827,   0.15687,   0.10119,  -0.20015,  -0.01345,   0.02913,  -0.02983,   0.06516,   0.07826,  -0.06586,   0.03568,  -0.06914,  -0.07896,   0.07498,   0.20928,   0.13722,  -0.14775,  -0.21981,  -0.07896,   0.12411,   0.40253,   0.08481,   0.04223,   0.00947,  -0.05276,   0.08481,   0.13722,   0.18635,   0.14704,   0.01275,  -0.16740,  -0.02328,  -0.17067,   0.06188,   0.02258,  -0.00035,  -0.14775,   0.04878,  -0.03966,  -0.17395,  -0.07896,  -0.17723,   0.18962,   0.06188,  -0.00690,  -0.10517,  -0.17067,   0.01930,   0.04878,  -0.15757,  -0.06586,   0.15359,   0.01275,   0.15359,   0.14377,   0.30099,   0.10446,  -0.09534,   0.11756,  -0.07241,   0.21910,   0.15359,  -0.01018,   0.02258,  -0.02000,   0.04550,  -0.13792,  -0.14775,  -0.04293,  -0.09206,   0.06188,   0.07498,  -0.05931,  -0.09534,   0.09791,   0.07171,   0.00292,  -0.04621,  -0.13137,  -0.18050,  -0.02000,   0.17325,  -0.05276,  -0.02983,  -0.05931,   0.00292,   0.30099,  -0.20015,  -0.05603,   0.09464,   0.06188,  -0.06259,   0.21255,  -0.04621,   0.11756,  -0.01673,   0.09464,  -0.03311,   0.14704,   0.14049,  -0.03311,  -0.13792,   0.04550,  -0.10844
  -0.07896,   0.12411,   0.18635,   0.01930,   0.16342,  -0.01345,  -0.27549,   0.02913,   0.05205,   0.00620,   0.04223,   0.09791,   0.00292,  -0.13464,   0.09791,   0.17652,  -0.27876,  -0.11499,  -0.17067,   0.16014,   0.27806,  -0.03311,   0.11429,  -0.08551,  -0.00690,   0.06188,  -0.01673,  -0.27549,  -0.16740,   0.06188,  -0.05276,   0.06516,   0.00947,   0.02585,  -0.03311,  -0.10189,  -0.01673,   0.17980,   0.09136,  -0.09861,  -0.02983,   0.04878,  -0.06259,   0.01930,  -0.01018,   0.11101,  -0.00690,   0.10119,  -0.11499,  -0.01345,   0.17325,  -0.05931,  -0.07241,   0.14049,  -0.07896,   0.19617,  -0.02656,  -0.22308,  -0.03966,  -0.13137,  -0.04293,  -0.04948,   0.14704,  -0.11827,   0.04550,  -0.16740,   0.16669,  -0.02656,   0.02913,  -0.12154,   0.03895,   0.03240,   0.00292,   0.09791,  -0.11827,  -0.15102,  -0.19033,   0.02585,  -0.22636,   0.04223,  -0.07896,   0.15687,   0.15687,  -0.10189,  -0.28204,   0.06188,   0.02585,  -0.12482,   0.06843,   0.14377,  -0.04293,   0.07826,  -0.05603,  -0.19688,   0.05861,  -0.20343,  -0.06586,  -0.09534,  -0.03311,   0.01603,   0.18307,   0.09791,  -0.17723,  -0.17395,   0.20600,   0.03895,   0.02258,  -0.04948,  -0.05276,  -0.04293,   0.06516,  -0.14775,   0.22893,   0.23548,   0.02585,  -0.09861,   0.14377,   0.33374,   0.03568,  -0.04948,   0.04223,   0.15359,  -0.05276,   0.12411,   0.09464,   0.04223,  -0.09861,  -0.26239,  -0.03638,  -0.02983,  -0.07569,   0.07171,   0.09136,  -0.06586,  -0.07569,  -0.14120,   0.10119,  -0.23946,   0.05533,   0.02258,   0.01603,   0.14049,   0.05205,  -0.08224
