  -0.16532,   0.15143,   0.20587,  -0.29400,   0.06729,  -0.12573,   0.30486,   0.24546,   0.11678,   0.12668,   0.05244,   0.04255,   0.06729,  -0.21482,  -0.13563,  -0.25936,  -0.10098,   0.17617,  -0.02674,  -0.25441,   0.05739,  -0.07129,   0.01780,   0.33455,   0.45333,   0.04749,   0.15143,   0.07224,   0.08709,  -0.08119,  -0.07129,   0.08214
   0.14648,   0.01780,   0.00790,  -0.07129,  -0.11088,   0.00295,   0.00790,  -0.08119,  -0.11583,   0.05244,   0.03265,   0.10194,  -0.18017,  -0.18017,  -0.10098,  -0.00200,   0.18112,   0.03265,  -0.09603,   0.12668,  -0.06139,   0.04255,  -0.00695,  -0.04159,  -0.02674,  -0.02674,   0.07719,  -0.08119,  -0.21482,  -0.08119,  -0.02674,   0.12668
  -0.06139,  -0.20987,   0.08214,  -0.10593,  -0.12573,   0.17123,  -0.04159,  -0.25441,   0.05244,  -0.17027,  -0.02674,  -0.07624,  -0.00200,  -0.19997,  -0.18017,  -0.17027,  -0.08614,  -0.00200,   0.06234,   0.09699,   0.01780,   0.23557,  -0.07624,  -0.03169,   0.18112,   0.03265,  -0.09108,  -0.02180,   0.04749,   0.23062,   0.03760,   0.00790
   0.21577,   0.16133,   0.12668,   0.02770,  -0.09108,   0.06234,  -0.11088,  -0.19997,  -0.08614,   0.06234,   0.12173,  -0.16037,  -0.00695,  -0.03169,   0.24546,  -0.13563,  -0.10593,  -0.08614,  -0.00695,   0.10689,   0.07719,  -0.07624,  -0.09603,   0.09699,   0.29496,  -0.01190,  -0.12078,   0.19597,   0.04749,   0.08709,  -0.08614,   0.02275
   0.13163,  -0.23956,   0.05739,  -0.04159,  -0.11583,   0.15143,   0.06729,   0.02275,  -0.00695,   0.04255,   0.03760,   0.05244,  -0.23956,   0.05244,   0.00790,  -0.05149,  -0.07624,   0.06729,   0.18112,   0.05244,   0.08214,  -0.06139,   0.15143,   0.02275,   0.07719,  -0.09108,  -0.16037,  -0.12573,   0.06729,  -0.11583,  -0.03169,  -0.06139
  -0.06139,  -0.10593,  -0.12078,   0.01780,   0.15638,   0.05244,  -0.17027,  -0.02180,   0.10194,   0.02275,   0.18112,   0.02770,  -0.01685,  -0.06634,  -0.02180,  -0.06139,   0.06234,   0.14648,  -0.02180,  -0.10593,  -0.09603,  -0.05149,   0.15143,   0.10689,   0.06729,  -0.00200,  -0.02674,  -0.04654,  -0.09603,  -0.03169,   0.01285,   0.07224
  -0.28411,   0.03760,   0.01780,   0.29991,  -0.13563,   0.37909,   0.22567,  -0.03169,  -0.05149,   0.31970,   0.03265,   0.10194,  -0.01190,  -0.02674,  -0.00695,   0.22072,  -0.01190,   0.06234,   0.17123,   0.05244,   0.00790,  -0.09603,  -0.01685,  -0.00695,   0.16628,   0.19597,   0.24052,   0.10689,   0.01285,  -0.03169,   0.00790,  -0.02180
  -0.01685,  -0.12078,   0.14648,  -0.06634,  -0.00200,  -0.17027,  -0.25936,  -0.19997,   0.01780,   0.08709,   0.00295,  -0.23461,   0.17123,  -0.12078,   0.17123,  -0.17522,   0.30486,  -0.12573,  -0.27421,   0.06729,   0.13163,   0.12668,  -0.03664,  -0.01685,  -0.07129,  -0.06139,   0.17123,   0.32960,   0.22072,  -0.04654,  -0.11088,   0.10689
  -0.18017,  -0.01190,   0.00295,  -0.08119,  -0.03664,   0.21577,  -0.08119,  -0.11088,   0.08214,   0.00790,  -0.19007,   0.05244,  -0.03664,   0.01780,   0.25041,   0.05739,  -0.10593,  -0.05149,  -0.17027,   0.19102,  -0.05149,  -0.02674,   0.25536,  -0.12573,  -0.08119,  -0.24946,   0.10194,  -0.11088,   0.15638,   0.29496,  -0.00200,   0.12668
   0.18112,   0.09699,  -0.10593,  -0.15542,  -0.04159,  -0.06634,   0.09699,   0.01780,  -0.14553,   0.10194,   0.09699,   0.08214,  -0.17522,  -0.00695,  -0.11088,   0.01780,  -0.02180,   0.04255,  -0.15048,   0.05739,   0.02770,   0.02770,  -0.02180,   0.15638,   0.06729,   0.12173,   0.18112,   0.12668,  -0.01190,   0.22567,  -0.02674,   0.03265
